profile_id,hangul,hanja,unicode,sound_meaning,strokes,sound_ohaeng,resource_ohaeng
OHE-01750,정,靖,U+9756,편안할,13,금,목
OHE-01751,정,禎,U+798E,상서,14,금,목
OHE-01752,정,精,U+7CBE,진실,14,금,목
OHE-01753,정,鋌,U+92CC,쇳덩이,15,금,금
OHE-01754,정,整,U+6574,가지런할,16,금,금
OHE-01755,정,靜,U+975C,고요할,16,금,목
OHE-01756,정,鄭,U+912D,나라이름,19,금,토
OHE-01757,제,弟,U+5F1F,아우,7,금,수
OHE-01758,제,制,U+5236,억제할,8,금,금
OHE-01759,제,帝,U+5E1D,임금,9,금,목
OHE-01760,제,悌,U+608C,공경할,11,금,화
OHE-01761,제,梯,U+68AF,사다리,11,금,목
OHE-01762,제,祭,U+796D,제사,11,금,토
OHE-01763,제,第,U+7B2C,차례,11,금,목
OHE-01764,제,堤,U+5824,방죽,12,금,토
OHE-01765,제,齊,U+9F4A,가지런할,14,금,토
OHE-01766,제,製,U+88FD,지을,14,금,목
OHE-01767,제,除,U+9664,덜,15,금,토
OHE-01768,제,諸,U+8AF8,모든,16,금,금
OHE-01769,제,濟,U+6FDF,건널,18,금,수
OHE-01770,제,題,U+984C,제목,18,금,화
OHE-01771,제,際,U+969B,사이,19,금,토
OHE-01772,조,早,U+65E9,이를,6,금,화
OHE-01773,조,兆,U+5146,조짐,6,금,화
OHE-01774,조,助,U+52A9,도울,7,금,토
OHE-01775,조,租,U+79DF,구실(세금),10,금,목
OHE-01776,조,祚,U+795A,복,10,금,금
OHE-01777,조,晁,U+6641,아침,10,금,화
OHE-01778,조,祖,U+7956,조상,10,금,금
OHE-01779,조,條,U+689D,가지,11,금,목
OHE-01780,조,釣,U+91E3,낚시,11,금,금
OHE-01781,조,曹,U+66F9,무리,11,금,토
OHE-01782,조,眺,U+773A,바라볼,11,금,목
OHE-01783,조,鳥,U+9CE5,새,11,금,화
OHE-01784,조,彫,U+5F6B,새길,11,금,화
OHE-01785,조,窕,U+7A95,안존할,11,금,수
OHE-01786,조,組,U+7D44,짤,11,금,목
OHE-01787,조,詔,U+8A54,고할,12,금,금
OHE-01788,조,措,U+63AA,둘,12,금,목
OHE-01789,조,朝,U+671D,아침,12,금,수
OHE-01790,조,照,U+7167,비출,13,금,화
OHE-01791,조,肇,U+8087,시작할,14,금,화
OHE-01792,조,趙,U+8D99,조나라,14,금,화
OHE-01793,조,造,U+9020,지을,14,금,토
OHE-01794,조,調,U+8ABF,고를(균형),15,금,금
OHE-01795,조,潮,U+6F6E,밀물,16,금,수
OHE-01796,조,燥,U+71E5,말릴,17,금,화
OHE-01797,조,操,U+64CD,잡을,17,금,목
OHE-01798,조,遭,U+906D,만날,18,금,토
OHE-01799,족,足,U+8DB3,발,7,금,토
OHE-01800,족,族,U+65CF,겨레,11,금,목
OHE-01801,존,存,U+5B58,있을,6,금,수
OHE-01802,존,尊,U+5C0A,높을,12,금,목
OHE-01803,졸,卒,U+5352,군사,8,금,금
OHE-01804,종,宗,U+5B97,미루(근본),8,금,목
OHE-01805,종,倧,U+5027,신인,10,금,화
OHE-01806,종,終,U+7D42,마칠,11,금,목
OHE-01807,종,淙,U+6DD9,물소리,12,금,수
OHE-01808,종,棕,U+68D5,종려나무,12,금,목
OHE-01809,종,悰,U+60B0,즐거울,12,금,화
OHE-01810,종,琮,U+742E,서옥이름,13,금,금
OHE-01811,종,綜,U+7D9C,모을,14,금,목
OHE-01812,종,種,U+7A2E,심을,14,금,목
OHE-01813,종,縱,U+7E31,세로,17,금,목
OHE-01814,종,鍾,U+937E,술병,17,금,금
OHE-01815,종,鐘,U+9418,종(쇠북),20,금,금
OHE-01816,좌,左,U+5DE6,왼,5,금,화
OHE-01817,좌,佐,U+4F50,도울,7,금,화
OHE-01818,좌,坐,U+5750,앉을,7,금,토
OHE-01819,좌,座,U+5EA7,자리,10,금,목
OHE-01820,주,主,U+4E3B,임금,5,금,목
OHE-01821,주,州,U+5DDE,고을,6,금,수
OHE-01822,주,舟,U+821F,배,6,금,목
OHE-01823,주,朱,U+6731,붉을,6,금,목
OHE-01824,주,走,U+8D70,달릴,7,금,화
OHE-01825,주,住,U+4F4F,살,7,금,화
OHE-01826,주,周,U+5468,두루,8,금,수
OHE-01827,주,宙,U+5B99,하늘,8,금,목
OHE-01828,주,柱,U+67F1,기둥,9,금,목
OHE-01829,주,注,U+6CE8,물댈,9,금,수
OHE-01830,주,炷,U+70B7,심지,9,금,화
OHE-01831,주,奏,U+594F,아뢸,9,금,목
OHE-01832,주,姝,U+59DD,예쁠,9,금,토
OHE-01833,주,株,U+682A,뿌리,10,금,목
OHE-01834,주,珠,U+73E0,구슬,11,금,금
OHE-01835,주,晝,U+665D,낮,11,금,화
OHE-01836,주,胄,U+80C4,자손,11,금,수
OHE-01837,주,註,U+8A3B,주낼,12,금,금
OHE-01838,주,湊,U+6E4A,물모일,13,금,수
OHE-01839,주,週,U+9031,돌(회전할),15,금,토
OHE-01840,주,駐,U+99D0,머무를,15,금,화
OHE-01841,주,澍,U+6F8D,물쏟을,16,금,수
OHE-01842,주,疇,U+7587,밭두둑,19,금,토
OHE-01843,주,鑄,U+9444,쇠부어만들,22,금,금
OHE-01844,죽,竹,U+7AF9,대,6,금,목
OHE-01845,준,俊,U+4FCA,준걸,9,금,화
OHE-01846,준,峻,U+5CFB,높을,10,금,토
OHE-01847,준,埈,U+57C8,높을,10,금,토
OHE-01848,준,准,U+51C6,승인할,10,금,수
OHE-01849,준,浚,U+6D5A,깊을,11,금,수
OHE-01850,준,晙,U+6659,밝을,11,금,화
OHE-01851,준,焌,U+710C,태울,11,금,화
OHE-01852,준,畯,U+756F,농부,12,금,토
OHE-01853,준,竣,U+7AE3,마칠,12,금,토
OHE-01854,준,寯,U+5BEF,뛰어날,13,금,화
OHE-01855,준,準,U+6E96,법도,14,금,수
OHE-01856,준,儁,U+5101,준걸,15,금,화
OHE-01857,준,駿,U+99FF,준마,17,금,화
OHE-01858,준,濬,U+6FEC,깊을,18,금,수
OHE-01859,준,遵,U+9075,좇을,19,금,토
OHE-01860,줄,茁,U+8301,풀처음나는모양,11,금,목
OHE-01861,중,中,U+4E2D,가운데,4,금,토
OHE-01862,중,仲,U+4EF2,버금,6,금,화
OHE-01863,중,重,U+91CD,무거울,9,금,토
OHE-01864,중,衆,U+8846,무리,12,금,수
OHE-01865,즐,櫛,U+6ADB,빗줄,19,금,목
OHE-01866,즙,汁,U+6C41,진액,6,금,수
OHE-01867,증,烝,U+70DD,찔,10,금,화
OHE-01868,증,曾,U+66FE,일찍,12,금,화
OHE-01869,증,增,U+589E,더할,15,금,토
OHE-01870,증,蒸,U+84B8,찔,16,금,목
OHE-01871,증,贈,U+8D08,보낼,19,금,금
OHE-01872,증,證,U+8B49,증거,19,금,금
OHE-01873,지,之,U+4E4B,갈,4,금,토
OHE-01874,지,止,U+6B62,그칠,4,금,토
OHE-01875,지,支,U+652F,지탱할,4,금,토
OHE-01876,지,只,U+53EA,다만,5,금,수
OHE-01877,지,地,U+5730,땅,6,금,토
OHE-01878,지,旨,U+65E8,뜻,6,금,화
OHE-01879,지,至,U+81F3,이를,6,금,토
OHE-01880,지,志,U+5FD7,뜻,7,금,화
OHE-01881,지,池,U+6C60,못,7,금,수
OHE-01882,지,址,U+5740,터,7,금,토
OHE-01883,지,枝,U+679D,가지,8,금,목
OHE-01884,지,沚,U+6C9A,물가,8,금,수
OHE-01885,지,知,U+77E5,알,8,금,금
OHE-01886,지,祉,U+7949,복,9,금,목
OHE-01887,지,持,U+6301,가질,10,금,목
OHE-01888,지,祗,U+7957,공경할,10,금,금
OHE-01889,지,指,U+6307,손가락,10,금,목
OHE-01890,지,紙,U+7D19,종이,10,금,목
OHE-01891,지,芝,U+829D,지초,10,금,목
OHE-01892,지,趾,U+8DBE,발,11,금,토
OHE-01893,지,智,U+667A,글기,12,금,화
OHE-01894,지,誌,U+8A8C,기록할,14,금,금
OHE-01895,지,摯,U+646F,지극할,15,금,목
OHE-01896,지,遲,U+9072,더딜,19,금,토
OHE-01897,직,直,U+76F4,곧을,8,금,목
OHE-01898,직,稙,U+7A19,일찍심은벼,13,금,목
OHE-01899,직,稷,U+7A37,기장,15,금,목
OHE-01900,직,職,U+8077,직분,18,금,화
OHE-01901,직,織,U+7E54,짤,18,금,목
OHE-01902,진,辰,U+8FB0,별,7,금,토
OHE-01903,진,津,U+6D25,나루,10,금,수
OHE-01904,진,珍,U+73CD,보배,10,금,금
OHE-01905,진,晉,U+6649,진자라,10,금,화
OHE-01906,진,秦,U+79E6,진나라,10,금,목
OHE-01907,진,眞,U+771E,참,10,금,목
OHE-01908,진,振,U+632F,떨칠,11,금,목
OHE-01909,진,診,U+8A3A,볼,12,금,금
OHE-01910,진,軫,U+8EEB,수레,12,금,화
OHE-01911,진,賑,U+8CD1,구휼할 넉넉할,14,금,금
OHE-01912,진,盡,U+76E1,다할,14,금,금
OHE-01913,진,溱,U+6EB1,성할,14,금,수
OHE-01914,진,塵,U+5875,티끌,14,금,토
OHE-01915,진,進,U+9032,나아갈,15,금,토
OHE-01916,진,瑨,U+7468,옥돌,15,금,금
OHE-01917,진,震,U+9707,진동할,15,금,수
OHE-01918,진,陣,U+9663,진칠,15,금,토
OHE-01919,진,縝,U+7E1D,맺을,16,금,목
OHE-01920,진,陳,U+9673,베풀,16,금,토
OHE-01921,진,璡,U+74A1,옥돌,17,금,금
OHE-01922,진,鎭,U+93AD,진압할,18,금,금
OHE-01923,질,秩,U+79E9,차례,10,금,목
OHE-01924,질,質,U+8CEA,바탕,15,금,금
OHE-01925,집,什,U+F9FD,세간,4,금,화
OHE-01926,집,執,U+57F7,잡을,11,금,토
OHE-01927,집,集,U+96C6,모일,12,금,화
OHE-01928,집,輯,U+8F2F,모을,16,금,화
OHE-01929,집,潗,U+6F57,샘솟을,16,금,수
OHE-01930,집,鏶,U+93F6,쇳조각,20,금,금
OHE-01931,징,徵,U+5FB5,부를,15,금,화
OHE-01932,징,澄,U+6F84,맑을,16,금,수
OHE-01933,차,且,U+4E14,또,5,금,목
OHE-01934,차,次,U+6B21,버금,6,금,수
OHE-01935,차,此,U+6B64,이,6,금,토
OHE-01936,차,車,U+8ECA,수레,7,금,화
OHE-01937,차,借,U+501F,빌,10,금,화
OHE-01938,찬,粲,U+7CB2,선명할,13,금,목
OHE-01939,찬,撰,U+64B0,글지울,16,금,목
OHE-01940,찬,澯,U+6FAF,맑을,17,금,수
OHE-01941,찬,燦,U+71E6,빛날,17,금,화
OHE-01942,찬,璨,U+74A8,옥광채,18,금,금
OHE-01943,찬,贊,U+8D0A,도울,19,금,금
OHE-01944,찬,纂,U+7E82,모을,20,금,목
OHE-01945,찬,瓚,U+74DA,제기,24,금,금
OHE-01946,찬,纘,U+7E98,이을,25,금,목
OHE-01947,찬,讚,U+8B9A,기릴,26,금,금
OHE-01948,찬,鑽,U+947D,뚫을,27,금,금
OHE-01949,찰,札,U+672D,편지,5,금,목
OHE-01950,찰,察,U+5BDF,살필,14,금,목
OHE-01951,참,參,U+53C3,참여할,11,금,화
OHE-01952,창,昌,U+660C,창성할,8,금,화
OHE-01953,창,昶,U+6636,밝을,9,금,화
OHE-01954,창,倉,U+5009,곳집(창고),10,금,화
OHE-01955,창,唱,U+5531,노래,11,금,수
OHE-01956,창,窓,U+7A93,창,11,금,수
OHE-01957,창,敞,U+655E,드러날,12,금,금
OHE-01958,창,創,U+5275,비롯할,12,금,금
OHE-01959,창,彰,U+5F70,밝을,14,금,화
OHE-01960,창,滄,U+6EC4,싸늘할,14,금,수
OHE-01961,창,菖,U+83D6,창포,14,금,목
OHE-01962,창,暢,U+66A2,화창할,14,금,화
OHE-01963,창,蒼,U+84BC,푸를,16,금,목
OHE-01964,채,采,U+91C7,캘,8,금,목
OHE-01965,채,寀,U+5BC0,녹봉,11,금,목
OHE-01966,채,埰,U+57F0,영지,11,금,토
OHE-01967,채,彩,U+5F69,채색,11,금,화
OHE-01968,채,採,U+63A1,캘,12,금,목
OHE-01969,채,菜,U+83DC,나물,14,금,목
OHE-01970,채,綵,U+7DB5,비단,14,금,목
OHE-01971,채,蔡,U+8521,거북,17,금,목
OHE-01972,책,冊,U+518A,책,5,금,목
OHE-01973,책,策,U+7B56,꾀,12,금,목
OHE-01974,처,處,U+8655,곳,11,금,토
OHE-01975,척,尺,U+5C3A,자,4,금,목
OHE-01976,척,拓,U+62D3,열,9,금,목
OHE-01977,척,戚,U+621A,겨래,11,금,금
OHE-01978,척,陟,U+965F,오를,15,금,토
OHE-01979,천,川,U+5DDD,내,3,금,수
OHE-01980,천,千,U+5343,일,3,금,수
OHE-01981,천,天,U+5929,하늘,4,금,화
OHE-01982,천,仟,U+4EDF,일,5,금,화
OHE-01983,천,泉,U+6CC9,샘,9,금,수
OHE-01984,천,阡,U+9621,두렁 길,11,금,토
OHE-01985,천,踐,U+8E10,밟을,15,금,토
OHE-01986,천,遷,U+9077,옮길,19,금,토
OHE-01987,천,薦,U+85A6,천거할,19,금,목
OHE-01988,철,哲,U+54F2,밝을,10,금,수
OHE-01989,철,喆,U+5586,밝을,12,금,수
OHE-01990,철,綴,U+7DB4,꿰맬,14,금,목
OHE-01991,철,徹,U+5FB9,통할청,15,금,화
OHE-01992,철,撤,U+64A4,거둘,16,금,목
OHE-01993,철,澈,U+6F88,물맑을,16,금,수
OHE-01994,철,轍,U+8F4D,수레바퀴자국,19,금,화
OHE-01995,철,鐵,U+9435,쇠,21,금,금
OHE-01996,첨,尖,U+5C16,뾰족할,6,금,금
OHE-01997,첨,添,U+6DFB,더할,12,금,수
OHE-01998,첨,僉,U+50C9,다,13,금,화
OHE-01999,첨,瞻,U+77BB,우러러볼,18,금,목
OHE-02000,첩,捷,U+6377,이길,12,금,목
OHE-02001,청,靑,U+9751,푸를,8,금,목
OHE-02002,청,晴,U+6674,갤,12,금,화
OHE-02003,청,淸,U+6DF8,맑을,12,금,수
OHE-02004,청,請,U+8ACB,청할,15,금,금
OHE-02005,청,聽,U+807D,들을,22,금,화
OHE-02006,청,廳,U+5EF3,관청,25,금,목
OHE-02007,체,締,U+7DE0,맺을 연결할,15,금,목
OHE-02008,체,諦,U+8AE6,살필,16,금,금
OHE-02009,체,遞,U+905E,갈마들 번갈아들,17,금,토
OHE-02010,체,體,U+9AD4,몸,23,금,금
OHE-02011,초,初,U+521D,처음,7,금,금
OHE-02012,초,肖,U+8096,닮을,9,금,수
OHE-02013,초,招,U+62DB,부를,9,금,목
OHE-02014,초,超,U+8D85,뛰어넘을,12,금,화
OHE-02015,초,草,U+8349,풀,12,금,목
OHE-02016,초,楚,U+695A,초나라,13,금,목
OHE-02017,초,樵,U+6A35,떌나무,16,금,목
OHE-02018,초,礎,U+790E,주춧돌,18,금,금
OHE-02019,초,蕉,U+8549,파초,18,금,목
OHE-02020,촉,觸,U+89F8,닿을,20,금,목
OHE-02021,촌,寸,U+5BF8,마디,3,금,토
OHE-02022,촌,村,U+6751,마을,7,금,목
OHE-02023,총,總,U+7E3D,거느릴,17,금,목
OHE-02024,총,聰,U+8070,귀밝을,17,금,화
OHE-02025,총,叢,U+53E2,모을,18,금,수
OHE-02026,총,寵,U+5BF5,사랑할,19,금,목
OHE-02027,최,崔,U+5D14,높을,11,금,토
OHE-02028,최,最,U+6700,가장,12,금,수
OHE-02029,최,催,U+50AC,재촉할,13,금,화
OHE-02030,추,秋,U+79CB,가을,9,금,목
OHE-02031,추,抽,U+62BD,뺼,9,금,목
OHE-02032,추,推,U+63A8,헤아릴,12,금,목
OHE-02033,추,楸,U+6978,가래나무,13,금,목
OHE-02034,추,追,U+8FFD,따를,13,금,토
OHE-02035,추,樞,U+6A1E,지도리,15,금,목
OHE-02036,추,錐,U+9310,송곳,16,금,금
OHE-02037,추,錘,U+9318,저울추,16,금,금
OHE-02038,추,鄒,U+9112,나라이름,17,금,토
OHE-02039,축,丑,U+4E11,소,4,금,토
OHE-02040,축,畜,U+755C,기를,10,금,토
OHE-02041,축,祝,U+795D,축하할,10,금,금
OHE-02042,축,軸,U+8EF8,굴대,12,금,화
OHE-02043,축,蓄,U+84C4,쌓을,16,금,목
OHE-02044,축,築,U+7BC9,쌓을,16,금,목
OHE-02045,춘,春,U+6625,봄,9,금,화
OHE-02046,춘,椿,U+693F,참죽나무,13,금,목
OHE-02047,춘,瑃,U+7443,옥이름,14,금,금
OHE-02048,출,出,U+51FA,날,5,금,토
OHE-02049,충,充,U+5145,가득할,6,금,목
OHE-02050,충,忠,U+5FE0,충성,8,금,화
OHE-02051,충,衷,U+8877,정성,10,금,목
OHE-02052,충,衝,U+885D,찌를,15,금,화
OHE-02053,취,吹,U+5439,불,7,금,수
OHE-02054,취,取,U+53D6,취할,8,금,수
OHE-02055,취,就,U+5C31,나아갈,12,금,토
OHE-02056,취,聚,U+805A,모일,14,금,화
OHE-02057,취,翠,U+7FE0,비취색,14,금,화
OHE-02058,취,趣,U+8DA3,땃,15,금,화
OHE-02059,측,側,U+5074,곁,11,금,화
OHE-02060,측,測,U+6E2C,잴,13,금,수
OHE-02061,치,治,U+6CBB,다스릴,9,금,수
OHE-02062,치,峙,U+5CD9,우뚝할,9,금,토
OHE-02063,치,致,U+81F4,이룰,9,금,토
OHE-02064,치,値,U+5024,값,10,금,화
OHE-02065,치,雉,U+96C9,꿩,13,금,화
OHE-02066,치,馳,U+99B3,달릴,13,금,화
OHE-02067,치,稚,U+7A1A,어릴,13,금,목
OHE-02068,치,置,U+7F6E,둘,14,금,목
OHE-02069,치,熾,U+71BE,불활활탈,16,금,화
OHE-02070,칙,則,U+5247,법,9,금,금
OHE-02071,칙,勅,U+52C5,조서,9,금,토
OHE-02072,친,親,U+89AA,친할,16,금,화
OHE-02073,칠,七,U+4E03,일곱,7,금,금
OHE-02074,칠,漆,U+6F06,옻칠할,15,금,수
OHE-02075,침,沈,U+6C88,잠길,8,금,수
OHE-02076,침,針,U+91DD,바늘,10,금,금
OHE-02077,침,浸,U+6D78,담글,11,금,수
OHE-02078,침,琛,U+741B,보배,13,금,금
OHE-02079,칭,秤,U+79E4,저울,10,금,목
OHE-02080,칭,稱,U+7A31,일컬을,14,금,목
OHE-02081,쾌,夬,U+592C,쾌이름,4,목,목
OHE-02082,쾌,快,U+5FEB,시원할,8,목,화
OHE-02083,타,他,U+4ED6,다를,5,화,화
OHE-02084,타,打,U+6253,칠,6,화,목
OHE-02085,타,妥,U+59A5,평온할,7,화,토
OHE-02086,탁,托,U+6258,받칠,7,화,목
OHE-02087,탁,卓,U+5353,높을,8,화,목
OHE-02088,탁,拓,U+FA02,박을,9,화,목
OHE-02089,탁,度,U+FA01,헤아릴,9,화,목
OHE-02090,탁,託,U+8A17,부탁할,10,화,금
OHE-02091,탁,倬,U+502C,클,10,화,화
OHE-02092,탁,晫,U+666B,환할,12,화,화
OHE-02093,탁,琸,U+7438,사람이름,13,화,금
OHE-02094,탁,琢,U+7422,옥다듬을,13,화,금
OHE-02095,탁,擢,U+64E2,뽑아낼,18,화,목
OHE-02096,탁,濯,U+6FEF,씻을,18,화,수
OHE-02097,탁,鐸,U+9438,방울,21,화,금
OHE-02098,탄,呑,U+5451,삼킬,7,화,수
OHE-02099,탄,坦,U+5766,평탄할,8,화,토
OHE-02100,탄,炭,U+70AD,숯,9,화,화
OHE-02101,탄,誕,U+8A95,태어날,14,화,금
OHE-02102,탄,彈,U+5F48,탄알,15,화,금
OHE-02103,탄,灘,U+7058,여울,23,화,수
OHE-02104,탐,耽,U+803D,즐길,10,화,화
OHE-02105,탐,探,U+63A2,찾을,12,화,목
OHE-02106,탑,塔,U+5854,탑,13,화,토
OHE-02107,태,太,U+592A,클,4,화,목
OHE-02108,태,台,U+53F0,별이름,5,화,수
OHE-02109,태,兌,U+514C,바꿀,7,화,금
OHE-02110,태,泰,U+6CF0,클,9,화,수
OHE-02111,태,胎,U+80CE,아이벨,11,화,수
OHE-02112,태,邰,U+90B0,나라이름,12,화,토
OHE-02113,태,態,U+614B,태도,14,화,화
OHE-02114,택,宅,U+FA04,집,6,화,목
OHE-02115,택,擇,U+64C7,가릴,17,화,목
OHE-02116,택,澤,U+6FA4,못,17,화,수
OHE-02117,토,土,U+571F,흙,3,화,토
OHE-02118,토,兎,U+514E,토끼,8,화,목
OHE-02119,토,討,U+8A0E,칠,10,화,금
OHE-02120,통,桶,U+6876,통,11,화,목
OHE-02121,통,統,U+7D71,거느릴,12,화,목
OHE-02122,통,通,U+901A,통할,14,화,토
OHE-02123,퇴,堆,U+5806,언덕,11,화,토
OHE-02124,투,投,U+6295,던질,8,화,목
OHE-02125,투,透,U+900F,통할,14,화,토
OHE-02126,특,特,U+7279,특별할,10,화,토
OHE-02127,파,巴,U+5DF4,땅이름,4,수,토
OHE-02128,파,坡,U+5761,고개,8,수,토
OHE-02129,파,杷,U+6777,비파나무,8,수,목
OHE-02130,파,把,U+628A,잡을,8,수,목
OHE-02131,파,波,U+6CE2,물결,9,수,수
OHE-02132,파,芭,U+82AD,파초,10,수,목
OHE-02133,파,琶,U+7436,비파,13,수,금
OHE-02134,파,播,U+64AD,씨뿌릴,16,수,목
OHE-02135,판,坂,U+5742,비탈,7,수,토
OHE-02136,판,判,U+5224,판단할,7,수,금
OHE-02137,판,版,U+7248,널,8,수,목
OHE-02138,판,板,U+677F,널빤지,8,수,목
OHE-02139,판,販,U+8CA9,팔,11,수,금
OHE-02140,판,阪,U+962A,비탈,12,수,토
OHE-02141,팔,八,U+516B,여덟,8,수,금
OHE-02142,패,貝,U+8C9D,조개,7,수,금
OHE-02143,패,佩,U+4F69,찰,8,수,화
OHE-02144,패,覇,U+8987,으뜸,19,수,금
OHE-02145,팽,彭,U+5F6D,성,12,수,화
OHE-02146,팽,澎,U+6F8E,물소리,16,수,수
OHE-02147,편,片,U+7247,조각,4,수,목
OHE-02148,편,扁,U+6241,액자,9,수,목
OHE-02149,편,便,U+4FBF,편할,9,수,화
OHE-02150,편,編,U+7DE8,엮을,15,수,목
OHE-02151,편,篇,U+7BC7,책,15,수,목
OHE-02152,편,遍,U+904D,두루,16,수,토
OHE-02153,평,平,U+5E73,평평할,5,수,목
OHE-02154,평,坪,U+576A,땅평평할,8,수,토
OHE-02155,평,枰,U+67B0,바둑판,9,수,목
OHE-02156,평,評,U+8A55,평론할,12,수,금
OHE-02157,폐,陛,U+965B,섬돌,15,수,토
OHE-02158,폐,幣,U+5E63,예물,15,수,목
OHE-02159,포,包,U+5305,감쌀,5,수,금
OHE-02160,포,布,U+5E03,베,5,수,목
OHE-02161,포,抱,U+62B1,안을,9,수,목
OHE-02162,포,砲,U+7832,대포,10,수,금
OHE-02163,포,浦,U+6D66,물가,11,수,수
OHE-02164,포,捕,U+6355,잡을,11,수,목
OHE-02165,포,飽,U+98FD,배부를,14,수,수
OHE-02166,포,褒,U+8912,기릴,15,수,목
OHE-02167,포,鋪,U+92EA,펼,15,수,금
OHE-02168,포,葡,U+8461,포도,15,수,목
OHE-02169,폭,幅,U+5E45,폭,12,수,목
OHE-02170,표,杓,U+6753,자루,7,수,목
OHE-02171,표,表,U+8868,겉,9,수,목
OHE-02172,표,豹,U+8C79,펴범,10,수,수
OHE-02173,표,彪,U+5F6A,범,11,수,화
OHE-02174,표,票,U+7968,쪽지,11,수,화
OHE-02175,표,漂,U+6F02,뜰,15,수,수
OHE-02176,표,標,U+6A19,표시,15,수,목
OHE-02177,표,驃,U+9A43,날래고용감할,21,수,화
OHE-02178,품,品,U+54C1,물건,9,수,수
OHE-02179,품,稟,U+7A1F,여쭐,13,수,목
OHE-02180,풍,風,U+98A8,바람,9,수,목
OHE-02181,풍,楓,U+6953,단풍나무,13,수,목
OHE-02182,풍,豐,U+8C50,성할,18,수,목
OHE-02183,필,匹,U+5339,짝,4,수,수
OHE-02184,필,必,U+5FC5,반드시,5,수,화
OHE-02185,필,泌,U+6CCC,물결부딪칠,9,수,수
OHE-02186,필,珌,U+73CC,칼장식옥,10,수,금
OHE-02187,필,畢,U+7562,마칠,11,수,토
OHE-02188,필,苾,U+82FE,향기,11,수,목
OHE-02189,필,弼,U+5F3C,도울,12,수,금
OHE-02190,필,筆,U+7B46,붓,12,수,목
OHE-02191,필,馝,U+999D,향기로울,14,수,목
OHE-02192,하,下,U+4E0B,아래,3,토,수
OHE-02193,하,河,U+6CB3,강,9,토,수
OHE-02194,하,昰,U+6630,여름,9,토,화
OHE-02195,하,夏,U+590F,여름,10,토,화
OHE-02196,하,賀,U+8CC0,하례할,12,토,금
OHE-02197,하,廈,U+5EC8,큰집,13,토,목
OHE-02198,하,霞,U+971E,놀,17,토,수
OHE-02199,학,學,U+5B78,배울,16,토,수
OHE-02200,학,鶴,U+9DB4,학,21,토,화
OHE-02201,한,汗,U+6C57,땀,7,토,수
OHE-02202,한,寒,U+5BD2,찰,12,토,수
OHE-02203,한,閑,U+9591,한가할,12,토,수
OHE-02204,한,漢,U+6F22,한수,15,토,수
OHE-02205,한,翰,U+7FF0,날개,16,토,화
OHE-02206,한,韓,U+97D3,나라이름,17,토,금
OHE-02207,한,瀚,U+701A,넓고클,20,토,수
OHE-02208,할,轄,U+8F44,다스릴,17,토,화
OHE-02209,함,含,U+542B,머금을,7,토,수
OHE-02210,함,函,U+51FD,함,8,토,목
OHE-02211,함,咸,U+54B8,다,9,토,수
OHE-02212,함,涵,U+6DB5,젖을,12,토,수
OHE-02213,합,合,U+5408,합할,6,토,수
OHE-02214,항,亢,U+4EA2,목,4,토,수
OHE-02215,항,抗,U+6297,막을,8,토,목
OHE-02216,항,沆,U+6C86,물넓을할,8,토,수
OHE-02217,항,巷,U+5DF7,거리,9,토,토
OHE-02218,항,姮,U+59EE,항아,9,토,토
OHE-02219,항,恒,U+6052,항상,10,토,화
OHE-02220,항,項,U+9805,목 목덜미,12,토,화
OHE-02221,항,港,U+6E2F,항구,13,토,수
OHE-02222,해,亥,U+4EA5,돼지,6,토,수
OHE-02223,해,海,U+6D77,바다,11,토,수
OHE-02224,해,偕,U+5055,함께,11,토,화
OHE-02225,해,該,U+8A72,그,13,토,금
OHE-02226,해,楷,U+6977,본보기,13,토,목
OHE-02227,해,解,U+89E3,풀,13,토,목
OHE-02228,해,諧,U+8AE7,화할,16,토,금
OHE-02229,핵,核,U+6838,씨,10,토,목
OHE-02230,행,行,U+884C,다닐,6,토,화
OHE-02231,행,杏,U+674F,살구,7,토,목
OHE-02232,행,幸,U+5E78,다행,8,토,목
OHE-02233,향,向,U+5411,향할,6,토,수
OHE-02234,향,享,U+4EAB,누릴,8,토,토
OHE-02235,향,香,U+9999,향기,9,토,목
OHE-02236,향,珦,U+73E6,옥이름,11,토,금
OHE-02237,향,鄕,U+9115,시골,17,토,토
OHE-02238,향,響,U+97FF,울릴,22,토,금
OHE-02239,허,許,U+8A31,허락할,11,토,금
OHE-02240,헌,軒,U+8ED2,집,10,토,화
OHE-02241,헌,憲,U+61B2,법,16,토,화
OHE-02242,헌,獻,U+737B,드릴,20,토,토
OHE-02243,험,險,U+96AA,험할,21,토,토
OHE-02244,험,驗,U+9A57,증험할,23,토,화
OHE-02245,혁,革,U+9769,가죽,9,토,금
OHE-02246,혁,弈,U+5F08,클,9,토,목
OHE-02247,혁,赫,U+8D6B,붉을,14,토,화
OHE-02248,혁,爀,U+7200,빛날,18,토,화
OHE-02249,현,玄,U+7384,검을,5,토,화
OHE-02250,현,見,U+FA0A,나타날,7,토,화
OHE-02251,현,弦,U+5F26,활시위,8,토,목
OHE-02252,현,泫,U+6CEB,물깊고넓을,9,토,수
OHE-02253,현,炫,U+70AB,빛날,9,토,화
OHE-02254,현,玹,U+73B9,옥돌,10,토,금
OHE-02255,현,峴,U+5CF4,재 고개,10,토,토
OHE-02256,현,絃,U+7D43,악기줄,11,토,목
