profile_id,hangul,hanja,unicode,sound_meaning,strokes,sound_ohaeng,resource_ohaeng
OHE-00742,무,拇,U+62C7,엄지손가락,9,수,목
OHE-00743,무,畝,U+755D,밭이랑,10,수,토
OHE-00744,무,茂,U+8302,무성할,11,수,목
OHE-00745,무,務,U+52D9,힘쓸,11,수,토
OHE-00746,무,貿,U+8CBF,바꿀,12,수,금
OHE-00747,무,無,U+7121,없을,12,수,화
OHE-00748,무,珷,U+73F7,옥돌,12,수,금
OHE-00749,무,舞,U+821E,춤출,14,수,목
OHE-00750,무,撫,U+64AB,어루만질,16,수,목
OHE-00751,무,懋,U+61CB,힘쓸,17,수,화
OHE-00752,무,霧,U+9727,안개,19,수,수
OHE-00753,묵,墨,U+58A8,먹,15,수,토
OHE-00754,묵,默,U+9ED8,말없을,16,수,수
OHE-00755,문,文,U+6587,글월,4,수,목
OHE-00756,문,門,U+9580,문,8,수,목
OHE-00757,문,紋,U+7D0B,무늬,10,수,목
OHE-00758,문,問,U+554F,물을,11,수,목
OHE-00759,문,聞,U+805E,들을,14,수,화
OHE-00760,물,物,U+7269,만물,8,수,토
OHE-00761,미,未,U+672A,아닐,5,수,목
OHE-00762,미,米,U+7C73,쌀,6,수,목
OHE-00763,미,尾,U+5C3E,꼬리,7,수,목
OHE-00764,미,味,U+5473,맛,8,수,수
OHE-00765,미,眉,U+7709,눈썹,9,수,목
OHE-00766,미,美,U+7F8E,아름다울,9,수,토
OHE-00767,미,媚,U+5A9A,사랑할,12,수,토
OHE-00768,미,渼,U+6E3C,물결무늬,13,수,수
OHE-00769,미,微,U+5FAE,작을,13,수,화
OHE-00770,미,彌,U+5F4C,두루(널리),17,수,금
OHE-00771,미,薇,U+8587,장미,19,수,목
OHE-00772,민,民,U+6C11,백성,5,수,화
OHE-00773,민,岷,U+5CB7,산이름,8,수,토
OHE-00774,민,旼,U+65FC,온화할,8,수,화
OHE-00775,민,旻,U+65FB,하늘,8,수,화
OHE-00776,민,玟,U+739F,옥돌,9,수,금
OHE-00777,민,珉,U+73C9,옥돌,10,수,금
OHE-00778,민,敏,U+654F,재빠를,11,수,금
OHE-00779,민,閔,U+9594,위문할,12,수,목
OHE-00780,민,慜,U+615C,총명할,15,수,화
OHE-00781,밀,密,U+5BC6,빽빽할,11,수,목
OHE-00782,밀,蜜,U+871C,꿀,14,수,수
OHE-00783,박,朴,U+6734,순박할,6,수,목
OHE-00784,박,泊,U+6CCA,"배댈,묵을",9,수,수
OHE-00785,박,拍,U+62CD,손뼉칠,9,수,목
OHE-00786,박,珀,U+73C0,호박,10,수,금
OHE-00787,박,舶,U+8236,큰배(당도리),11,수,목
OHE-00788,박,博,U+535A,넓을,12,수,수
OHE-00789,박,撲,U+64B2,두드릴,16,수,목
OHE-00790,박,璞,U+749E,옥돌,17,수,금
OHE-00791,박,薄,U+8584,엷을,19,수,목
OHE-00792,반,反,U+53CD,되돌릴,4,수,수
OHE-00793,반,半,U+534A,반,5,수,토
OHE-00794,반,伴,U+4F34,짝,7,수,화
OHE-00795,반,畔,U+7554,물가반 경계,10,수,토
OHE-00796,반,般,U+822C,옮길,10,수,목
OHE-00797,반,班,U+73ED,나눌,11,수,금
OHE-00798,반,返,U+8FD4,돌아올,11,수,토
OHE-00799,반,頒,U+9812,반포할,13,수,화
OHE-00800,반,飯,U+98EF,밥,13,수,수
OHE-00801,반,磐,U+78D0,너럭바위,15,수,금
OHE-00802,반,盤,U+76E4,소반,15,수,금
OHE-00803,반,潘,U+6F58,강이름반 소용돌이,16,수,수
OHE-00804,발,拔,U+62D4,뺄,9,수,목
OHE-00805,발,發,U+767C,필,12,수,화
OHE-00806,발,渤,U+6E24,바다이름,13,수,수
OHE-00807,발,鉢,U+9262,바리떼,13,수,금
OHE-00808,발,髮,U+9AEE,터럭(머리털),15,수,화
OHE-00809,발,潑,U+6F51,활발할,16,수,수
OHE-00810,방,方,U+65B9,모,4,수,토
OHE-00811,방,彷,U+5F77,거닐,7,수,화
OHE-00812,방,坊,U+574A,막을,7,수,토
OHE-00813,방,放,U+653E,놓을,8,수,금
OHE-00814,방,昉,U+6609,마침(때마침),8,수,화
OHE-00815,방,芳,U+82B3,꽃다울,10,수,목
OHE-00816,방,倣,U+5023,본받을,10,수,화
OHE-00817,방,邦,U+90A6,나라,11,수,토
OHE-00818,방,訪,U+8A2A,찾을,11,수,금
OHE-00819,방,傍,U+508D,곁,12,수,화
OHE-00820,방,防,U+9632,막을,12,수,토
OHE-00821,방,龐,U+9F90,클,19,수,토
OHE-00822,배,杯,U+676F,잔,8,수,목
OHE-00823,배,拜,U+62DC,절배 감사할,9,수,목
OHE-00824,배,倍,U+500D,갑절,10,수,화
OHE-00825,배,配,U+914D,짝,10,수,금
OHE-00826,배,背,U+80CC,등,11,수,수
OHE-00827,배,培,U+57F9,북돋을,11,수,토
OHE-00828,배,排,U+6392,물리칠,12,수,목
OHE-00829,배,湃,U+6E43,물결칠,13,수,수
OHE-00830,배,裵,U+88F5,성,14,수,목
OHE-00831,배,輩,U+8F29,무리,15,수,화
OHE-00832,배,陪,U+966A,도울,16,수,토
OHE-00833,백,白,U+767D,흰,5,수,금
OHE-00834,백,百,U+767E,일백,6,수,수
OHE-00835,백,伯,U+4F2F,맏,7,수,화
OHE-00836,백,佰,U+4F70,백사람(의우두머리),8,수,화
OHE-00837,백,帛,U+5E1B,비단,8,수,목
OHE-00838,백,栢,U+6822,측백나무,9,수,목
OHE-00839,번,番,U+756A,갈마들,12,수,토
OHE-00840,번,繁,U+7E41,많을,17,수,목
OHE-00841,번,藩,U+85E9,우거질,18,수,목
OHE-00842,번,飜,U+98DC,날번 엎어질,21,수,화
OHE-00843,벌,伐,U+4F10,칠,6,수,화
OHE-00844,벌,閥,U+95A5,공훈,14,수,목
OHE-00845,범,凡,U+51E1,무릇,3,수,수
OHE-00846,범,氾,U+6C3E,넘칠,6,수,수
OHE-00847,범,帆,U+5E06,돛,6,수,목
OHE-00848,범,汎,U+6C4E,뜰,7,수,수
OHE-00849,범,范,U+8303,풀이름,11,수,목
OHE-00850,범,範,U+7BC4,범,15,수,목
OHE-00851,법,法,U+6CD5,법,9,수,목
OHE-00852,벽,碧,U+78A7,푸를,14,수,금
OHE-00853,벽,壁,U+58C1,바람벽,16,수,토
OHE-00854,벽,璧,U+74A7,둥근옥,18,수,금
OHE-00855,벽,闢,U+95E2,열,21,수,목
OHE-00856,변,卞,U+535E,법,4,수,토
OHE-00857,변,弁,U+5F01,고깔,5,수,목
OHE-00858,변,辨,U+8FA8,분별할,16,수,금
OHE-00859,변,辯,U+8FAF,말잘할,21,수,금
OHE-00860,변,邊,U+908A,가,22,수,토
OHE-00861,변,變,U+8B8A,변할,23,수,금
OHE-00862,별,別,U+5225,다를,7,수,금
OHE-00863,병,丙,U+4E19,남녘,5,수,화
OHE-00864,병,兵,U+5175,군사,7,수,금
OHE-00865,병,幷,U+5E77,어우를,8,수,화
OHE-00866,병,秉,U+79C9,잡을,8,수,목
OHE-00867,병,炳,U+70B3,밝을,9,수,화
OHE-00868,병,昺,U+663A,밝을,9,수,화
OHE-00869,병,柄,U+67C4,자루,9,수,목
OHE-00870,병,竝,U+7ADD,아우를,10,수,금
OHE-00871,병,屛,U+5C5B,병풍,11,수,수
OHE-00872,병,棅,U+68C5,자루,12,수,목
OHE-00873,보,步,U+6B65,걸을,7,수,토
OHE-00874,보,甫,U+752B,클,7,수,수
OHE-00875,보,保,U+4FDD,보호할,9,수,화
OHE-00876,보,報,U+5831,갚을,12,수,토
OHE-00877,보,普,U+666E,두루,12,수,화
OHE-00878,보,堡,U+5821,작은성,12,수,토
OHE-00879,보,補,U+88DC,(해진곳을)기울보 도울,13,수,목
OHE-00880,보,輔,U+8F14,도울,14,수,화
OHE-00881,보,菩,U+83E9,보살,14,수,목
OHE-00882,보,潽,U+6F7D,물,16,수,목
OHE-00883,보,寶,U+5BF6,보배,20,수,금
OHE-00884,보,譜,U+8B5C,족보,20,수,금
OHE-00885,복,卜,U+535C,점,2,수,화
OHE-00886,복,伏,U+4F0F,엎드릴,6,수,화
OHE-00887,복,服,U+670D,옷,8,수,수
OHE-00888,복,復,U+5FA9,회복할,12,수,화
OHE-00889,복,福,U+798F,복,14,수,목
OHE-00890,복,複,U+8907,겹칠,15,수,목
OHE-00891,복,馥,U+99A5,향기,18,수,목
OHE-00892,본,本,U+672C,근본,5,수,목
OHE-00893,봉,奉,U+5949,받들,8,수,목
OHE-00894,봉,封,U+5C01,봉할,9,수,토
OHE-00895,봉,俸,U+4FF8,녹,10,수,화
OHE-00896,봉,峯,U+5CEF,봉우리,10,수,토
OHE-00897,봉,烽,U+70FD,봉화,11,수,화
OHE-00898,봉,捧,U+6367,받들,12,수,목
OHE-00899,봉,蜂,U+8702,벌,13,수,수
OHE-00900,봉,逢,U+9022,만날,14,수,토
OHE-00901,봉,鳳,U+9CF3,봉황새,14,수,화
OHE-00902,봉,蓬,U+84EC,쑥,17,수,목
OHE-00903,부,父,U+7236,아비,4,수,목
OHE-00904,부,夫,U+592B,지아비,4,수,목
OHE-00905,부,付,U+4ED8,줄,5,수,화
OHE-00906,부,孚,U+5B5A,미쁠,7,수,수
OHE-00907,부,扶,U+6276,도울,8,수,목
OHE-00908,부,府,U+5E9C,마을,8,수,토
OHE-00909,부,赴,U+8D74,다다를,9,수,화
OHE-00910,부,芙,U+8299,연꽃,10,수,목
OHE-00911,부,浮,U+6D6E,뜰,11,수,수
OHE-00912,부,婦,U+5A66,며느리부 아내,11,수,토
OHE-00913,부,副,U+526F,버금,11,수,금
OHE-00914,부,富,U+5BCC,넉넉할,12,수,목
OHE-00915,부,復,U+F966,다시,12,수,화
OHE-00916,부,傅,U+5085,스승,12,수,화
OHE-00917,부,附,U+9644,붙을,13,수,토
OHE-00918,부,溥,U+6EA5,펼,14,수,수
OHE-00919,부,敷,U+6577,펼,15,수,금
OHE-00920,북,北,U+5317,북녘,5,수,수
OHE-00921,분,分,U+5206,나눌,4,수,금
OHE-00922,분,汾,U+6C7E,물이름,8,수,수
OHE-00923,분,盆,U+76C6,동이,9,수,금
OHE-00924,분,粉,U+7C89,가루,10,수,목
OHE-00925,분,芬,U+82AC,향기,10,수,목
OHE-00926,분,奮,U+596E,떨칠,16,수,목
OHE-00927,불,佛,U+4F5B,부처,7,수,화
OHE-00928,불,拂,U+62C2,떨어뜨릴,9,수,목
OHE-00929,붕,朋,U+670B,벗,8,수,수
OHE-00930,붕,鵬,U+9D6C,붕새,19,수,화
OHE-00931,비,比,U+6BD4,견줄,4,수,화
OHE-00932,비,妃,U+5983,왕비,6,수,토
OHE-00933,비,庇,U+5E87,덮을,7,수,목
OHE-00934,비,枇,U+6787,비차나무,8,수,목
OHE-00935,비,批,U+6279,선으로 칠,8,수,목
OHE-00936,비,飛,U+98DB,날,9,수,화
OHE-00937,비,肥,U+80A5,살찔,10,수,수
OHE-00938,비,祕,U+7955,숨길,10,수,목
OHE-00939,비,備,U+5099,갖출,12,수,화
OHE-00940,비,扉,U+6249,문짝,12,수,목
OHE-00941,비,費,U+8CBB,소비할비 비용,12,수,금
OHE-00942,비,碑,U+7891,비석,13,수,금
OHE-00943,비,琵,U+7435,비파,13,수,금
OHE-00944,비,譬,U+8B6C,비유할,20,수,금
OHE-00945,빈,玭,U+73AD,구슬,9,수,금
OHE-00946,빈,彬,U+5F6C,빛날,11,수,화
OHE-00947,빈,斌,U+658C,빛날,12,수,목
OHE-00948,빈,賓,U+8CD3,손,14,수,금
OHE-00949,빈,頻,U+983B,자주,16,수,화
OHE-00950,빈,濱,U+6FF1,물가,18,수,수
OHE-00951,빙,氷,U+6C37,얼음,5,수,수
OHE-00952,빙,聘,U+8058,부를,13,수,화
OHE-00953,빙,憑,U+6191,얼음,16,수,화
OHE-00954,사,士,U+58EB,선비,3,금,목
OHE-00955,사,四,U+56DB,넉,4,금,수
OHE-00956,사,司,U+53F8,맡을,5,금,수
OHE-00957,사,仕,U+4ED5,벼슬,5,금,화
OHE-00958,사,史,U+53F2,역사,5,금,수
OHE-00959,사,寺,U+5BFA,절,6,금,목
OHE-00960,사,似,U+4F3C,같을,7,금,화
OHE-00961,사,私,U+79C1,사사,7,금,목
OHE-00962,사,沙,U+6C99,모래,8,금,수
OHE-00963,사,事,U+4E8B,일,8,금,목
OHE-00964,사,祀,U+7940,제사,8,금,목
OHE-00965,사,舍,U+820D,집,8,금,화
OHE-00966,사,社,U+793E,토지의신사 단체,8,금,목
OHE-00967,사,使,U+4F7F,하여금,8,금,화
OHE-00968,사,思,U+601D,생각할,9,금,화
OHE-00969,사,査,U+67FB,조사할,9,금,목
OHE-00970,사,紗,U+7D17,깁,10,금,목
OHE-00971,사,師,U+5E2B,스승사ㅣ,10,금,목
OHE-00972,사,射,U+5C04,쏠,10,금,토
OHE-00973,사,娑,U+5A11,춤출,10,금,토
OHE-00974,사,斜,U+659C,비낄,11,금,화
OHE-00975,사,徙,U+5F99,옮길,11,금,화
OHE-00976,사,詞,U+8A5E,말,12,금,금
OHE-00977,사,捨,U+6368,버릴,12,금,목
OHE-00978,사,絲,U+7D72,실,12,금,목
OHE-00979,사,斯,U+65AF,이,12,금,금
OHE-00980,사,嗣,U+55E3,이을,13,금,수
OHE-00981,사,寫,U+5BEB,베낄,15,금,목
OHE-00982,사,賜,U+8CDC,줄,15,금,금
OHE-00983,사,辭,U+8FAD,말씀,19,금,금
OHE-00984,삭,削,U+524A,깎을(잘라낼),9,금,금
OHE-00985,산,山,U+5C71,뫼,3,금,토
OHE-00986,산,珊,U+73CA,산호,10,금,금
OHE-00987,산,産,U+7523,낳을,11,금,목
OHE-00988,산,算,U+7B97,셈할,14,금,목
OHE-00989,산,酸,U+9178,신맛,14,금,금
OHE-00990,살,薩,U+85A9,보살,20,금,목
OHE-00991,삼,三,U+4E09,석,3,금,화
OHE-00992,삼,杉,U+6749,삼나무,7,금,목
OHE-00993,삼,衫,U+886B,적삼,9,금,목
OHE-00994,삼,參,U+F96B,석,11,금,화
OHE-00995,삼,森,U+68EE,나무빽빽할,12,금,목
OHE-00996,삼,蔘,U+8518,인삼,17,금,목
OHE-00997,삽,揷,U+63F7,꽃을,13,금,목
OHE-00998,상,上,U+4E0A,위,3,금,목
OHE-00999,상,尙,U+5C19,승상할,8,금,금
OHE-01000,상,狀,U+72C0,형상,8,금,토
OHE-01001,상,相,U+76F8,서로,9,금,목
OHE-01002,상,庠,U+5EA0,학교,9,금,목
OHE-01003,상,桑,U+6851,뽕나무,10,금,목
OHE-01004,상,祥,U+7965,상서로울,11,금,금
OHE-01005,상,爽,U+723D,시원할,11,금,화
OHE-01006,상,商,U+5546,장사,11,금,수
OHE-01007,상,常,U+5E38,항상,11,금,목
OHE-01008,상,翔,U+7FD4,날,12,금,화
OHE-01009,상,象,U+8C61,코끼리,12,금,수
OHE-01010,상,湘,U+6E58,강이름,13,금,수
OHE-01011,상,想,U+60F3,생각할,13,금,화
OHE-01012,상,詳,U+8A73,자세할,13,금,금
OHE-01013,상,嘗,U+5617,맛볼상 일찍,14,금,수
OHE-01014,상,裳,U+88F3,치마,14,금,목
OHE-01015,상,像,U+50CF,형상,14,금,화
OHE-01016,상,箱,U+7BB1,상자,15,금,목
OHE-01017,상,賞,U+8CDE,상줄,15,금,금
OHE-01018,상,償,U+511F,갚을,17,금,화
OHE-01019,상,霜,U+971C,서리,17,금,수
OHE-01020,쌍,雙,U+96D9,쌍,18,금,화
OHE-01021,새,塞,U+585E,변방,13,금,토
OHE-01022,색,色,U+8272,빛,6,금,토
OHE-01023,색,索,U+7D22,찾을,10,금,목
OHE-01024,색,穡,U+7A61,거둘,18,금,목
OHE-01025,생,生,U+751F,날,5,금,목
OHE-01026,서,西,U+897F,서녘,6,금,금
OHE-01027,서,序,U+5E8F,차례,7,금,목
OHE-01028,서,抒,U+6292,펼,8,금,목
OHE-01029,서,書,U+66F8,글,10,금,목
OHE-01030,서,恕,U+6055,용서할,10,금,화
OHE-01031,서,徐,U+5F90,천천히할,10,금,화
OHE-01032,서,庶,U+5EB6,뭇,11,금,목
OHE-01033,서,敍,U+654D,차례,11,금,금
OHE-01034,서,棲,U+68F2,깃들일,12,금,목
OHE-01035,서,舒,U+8212,펼,12,금,화
OHE-01036,서,暑,U+6691,더울,13,금,화
OHE-01037,서,誓,U+8A93,맹세할,14,금,금
OHE-01038,서,瑞,U+745E,상서,14,금,금
OHE-01039,서,署,U+7F72,관청,15,금,목
OHE-01040,서,緖,U+7DD6,실마리,15,금,목
OHE-01041,서,曙,U+66D9,새벽,18,금,화
OHE-01042,석,夕,U+5915,저녁,3,금,수
OHE-01043,석,石,U+77F3,돌,5,금,금
OHE-01044,석,汐,U+6C50,썰물,7,금,수
OHE-01045,석,析,U+6790,가를,8,금,목
OHE-01046,석,昔,U+6614,옛,8,금,화
OHE-01047,석,席,U+5E2D,자리,10,금,목
OHE-01048,석,晳,U+6673,밝을,12,금,화
OHE-01049,석,淅,U+6DC5,쌀일,12,금,수
OHE-01050,석,惜,U+60DC,아낄,12,금,화
OHE-01051,석,碩,U+78A9,클,14,금,금
OHE-01052,석,奭,U+596D,클,15,금,화
OHE-01053,석,錫,U+932B,주석,16,금,금
OHE-01054,석,釋,U+91CB,풀,20,금,화
OHE-01055,선,仙,U+4ED9,신선,5,금,화
OHE-01056,선,先,U+5148,먼저,6,금,목
OHE-01057,선,宣,U+5BA3,베풀,9,금,화
OHE-01058,선,扇,U+6247,부채,10,금,목
OHE-01059,선,旋,U+65CB,돌,11,금,목
OHE-01060,선,船,U+8239,배,11,금,목
OHE-01061,선,琁,U+7401,옥,12,금,금
OHE-01062,선,善,U+5584,착할,12,금,수
OHE-01063,선,渲,U+6E32,바림,13,금,수
OHE-01064,선,羨,U+7FA8,부러워할,13,금,토
OHE-01065,선,瑄,U+7444,도리옥,14,금,금
OHE-01066,선,銑,U+9291,무쇠,14,금,금
OHE-01067,선,嬋,U+5B0B,고울,15,금,토
OHE-01068,선,線,U+7DDA,줄,15,금,목
OHE-01069,선,璇,U+7487,아름다운옥,16,금,금
OHE-01070,선,禪,U+79AA,고요할,17,금,목
OHE-01071,선,鮮,U+9BAE,고울,17,금,수
OHE-01072,선,繕,U+7E55,기울 깁다,18,금,목
OHE-01073,선,選,U+9078,가릴,19,금,토
OHE-01074,선,璿,U+74BF,아름다운옥,19,금,금
OHE-01075,설,舌,U+820C,혀,6,금,화
OHE-01076,설,雪,U+96EA,눈,11,금,수
OHE-01077,설,設,U+8A2D,베풀,11,금,금
OHE-01078,설,卨,U+5368,은나라시조이름,11,금,토
OHE-01079,설,楔,U+6954,문설주,13,금,목
OHE-01080,설,說,U+8AAA,말씀,14,금,금
OHE-01081,설,薛,U+859B,맑은대쑥,19,금,목
OHE-01082,섬,暹,U+66B9,해돋을,16,금,화
OHE-01083,섬,纖,U+7E96,가늘,23,금,목
OHE-01084,섭,涉,U+6D89,건널,11,금,수
OHE-01085,섭,葉,U+F96E,땅이름,15,금,목
OHE-01086,섭,燮,U+71EE,불꽃,17,금,화
OHE-01087,섭,攝,U+651D,끌어당길,22,금,목
OHE-01088,성,成,U+6210,이룰,7,금,화
OHE-01089,성,姓,U+59D3,성,8,금,토
OHE-01090,성,星,U+661F,별,9,금,화
OHE-01091,성,省,U+7701,살필,9,금,목
OHE-01092,성,性,U+6027,성품,9,금,화
OHE-01093,성,城,U+57CE,성,10,금,토
OHE-01094,성,晟,U+665F,밝을,11,금,화
OHE-01095,성,盛,U+76DB,성할,12,금,화
OHE-01096,성,珹,U+73F9,옥이름,12,금,금
OHE-01097,성,惺,U+60FA,깨달을,13,금,화
OHE-01098,성,聖,U+8056,성인,13,금,화
OHE-01099,성,誠,U+8AA0,정성,14,금,금
OHE-01100,성,聲,U+8072,소리,17,금,화
OHE-01101,세,世,U+4E16,인간,5,금,화
OHE-01102,세,洗,U+6D17,씻을,10,금,수
OHE-01103,세,細,U+7D30,가늘,11,금,목
OHE-01104,세,勢,U+52E2,기세,13,금,금
OHE-01105,세,歲,U+6B72,해,13,금,토
OHE-01106,소,小,U+5C0F,작을,3,금,수
OHE-01107,소,少,U+5C11,젊을소 적을,4,금,수
OHE-01108,소,召,U+53EC,부를,5,금,수
OHE-01109,소,所,U+6240,바,8,금,목
OHE-01110,소,昭,U+662D,밝을,9,금,화
OHE-01111,소,炤,U+70A4,밝을,9,금,화
OHE-01112,소,笑,U+7B11,웃을,10,금,목
OHE-01113,소,素,U+7D20,흴,10,금,목
OHE-01114,소,紹,U+7D39,이을,11,금,목
OHE-01115,소,疏,U+758F,트일,11,금,토
OHE-01116,소,邵,U+90B5,고을이름,12,금,토
OHE-01117,소,韶,U+97F6,아름다울,14,금,금
OHE-01118,소,燒,U+71D2,불사를,16,금,화
OHE-01119,소,蘇,U+8607,차조기,22,금,목
OHE-01120,속,束,U+675F,묶을,7,금,목
OHE-01121,속,速,U+901F,빠를,14,금,토
OHE-01122,속,續,U+7E8C,이을,21,금,목
OHE-01123,손,孫,U+5B6B,손자,10,금,수
OHE-01124,손,遜,U+905C,겸손할,17,금,토
OHE-01125,솔,帥,U+5E25,거느릴,9,금,목
OHE-01126,솔,率,U+7387,거느릴,11,금,화
OHE-01127,송,宋,U+5B8B,송나라,7,금,목
OHE-01128,송,松,U+677E,소나무,8,금,목
OHE-01129,송,頌,U+980C,칭송할,13,금,화
OHE-01130,쇠,釗,U+91D7,쇠,10,금,금
OHE-01131,수,水,U+6C34,물,4,금,수
OHE-01132,수,手,U+624B,손,4,금,목
OHE-01133,수,收,U+6536,거둘,6,금,금
OHE-01134,수,守,U+5B88,지킬,6,금,목
OHE-01135,수,秀,U+79C0,빼어날,7,금,목
OHE-01136,수,垂,U+5782,드리울,8,금,토
OHE-01137,수,受,U+53D7,받을,8,금,수
OHE-01138,수,首,U+9996,머리,9,금,수
OHE-01139,수,帥,U+5E25,장수,9,금,목
OHE-01140,수,洙,U+6D19,강이름,10,금,수
OHE-01141,수,殊,U+6B8A,다를,10,금,수
OHE-01142,수,修,U+4FEE,닦을,10,금,화
OHE-01143,수,琇,U+7407,옥돌,12,금,금
OHE-01144,수,授,U+6388,줄,12,금,목
OHE-01145,수,需,U+9700,구할,14,금,수
OHE-01146,수,壽,U+58FD,목숨,14,금,수
OHE-01147,수,銖,U+9296,무게단위,14,금,금
OHE-01148,수,粹,U+7CB9,순수할,14,금,목
OHE-01149,수,數,U+6578,수,15,금,금
OHE-01150,수,輸,U+8F38,나를,16,금,화
OHE-01151,수,樹,U+6A39,나무,16,금,목
OHE-01152,수,遂,U+9042,이룰할수 드디어,16,금,토
OHE-01153,수,穗,U+7A57,이삭,17,금,목
OHE-01154,수,繡,U+7E61,수놓을,18,금,목
OHE-01155,수,隨,U+96A8,따를,21,금,토
OHE-01156,숙,叔,U+53D4,아재비,8,금,수
OHE-01157,숙,淑,U+6DD1,맑을,12,금,수
OHE-01158,숙,肅,U+8085,엄숙할,13,금,화
OHE-01159,숙,琡,U+7421,옥이름,13,금,금
OHE-01160,숙,熟,U+719F,익을,15,금,화
OHE-01161,숙,璹,U+74B9,옥그릇,19,금,금
OHE-01162,순,旬,U+65EC,열흘,6,금,화
OHE-01163,순,盾,U+76FE,방패,9,금,목
OHE-01164,순,純,U+7D14,순수할,10,금,목
OHE-01165,순,洵,U+6D35,참으로,10,금,수
OHE-01166,순,珣,U+73E3,옥그릇,11,금,금
OHE-01167,순,循,U+5FAA,돌,12,금,화
OHE-01168,순,淳,U+6DF3,순박할,12,금,수
OHE-01169,순,舜,U+821C,순임금,12,금,목
OHE-01170,순,順,U+9806,순할,12,금,화
OHE-01171,순,諄,U+8AC4,타이를,15,금,금
OHE-01172,순,錞,U+931E,악기이름,16,금,금
OHE-01173,술,術,U+8853,재주,11,금,화
OHE-01174,술,述,U+8FF0,지을,12,금,토
OHE-01175,숭,崇,U+5D07,높을,11,금,토
OHE-01176,숭,嵩,U+5D69,높을,13,금,토
OHE-01177,슬,瑟,U+745F,큰거문고,14,금,금
OHE-01178,습,拾,U+62FE,주울,10,금,목
OHE-01179,습,習,U+7FD2,익힐,11,금,화
OHE-01180,습,濕,U+6FD5,젖을,18,금,수
OHE-01181,승,升,U+5347,되,4,금,목
OHE-01182,승,丞,U+4E1E,도울,6,금,목
OHE-01183,승,昇,U+6607,오를,8,금,화
OHE-01184,승,承,U+627F,이을,8,금,목
OHE-01185,승,乘,U+4E58,탈,10,금,화
OHE-01186,승,勝,U+52DD,이길,12,금,토
OHE-01187,승,陞,U+965E,오를,15,금,토
OHE-01188,시,示,U+793A,보일,5,금,목
OHE-01189,시,市,U+5E02,저자,5,금,목
OHE-01190,시,始,U+59CB,비로서,8,금,토
OHE-01191,시,施,U+65BD,베풀,9,금,토
OHE-01192,시,柴,U+67F4,섶나무,9,금,목
OHE-01193,시,是,U+662F,옳을,9,금,화
OHE-01194,시,時,U+6642,때,10,금,화
OHE-01195,시,恃,U+6043,의지할,10,금,화
OHE-01196,시,視,U+8996,불,12,금,화
OHE-01197,시,詩,U+8A69,시,13,금,금
OHE-01198,시,試,U+8A66,시험할,13,금,금
OHE-01199,씨,氏,U+6C0F,성,4,금,화
OHE-01200,식,式,U+5F0F,법,6,금,금
OHE-01201,식,食,U+98DF,밥,9,금,수
OHE-01202,식,息,U+606F,휴식,10,금,화
OHE-01203,식,植,U+690D,심을,12,금,목
OHE-01204,식,寔,U+5BD4,이식 진실로,12,금,목
OHE-01205,식,湜,U+6E5C,물맑을,13,금,수
OHE-01206,식,軾,U+8EFE,수레앞턱가로나무,13,금,화
OHE-01207,식,識,U+8B58,알,19,금,금
OHE-01208,신,申,U+7533,납,5,금,금
OHE-01209,신,臣,U+81E3,신하,6,금,화
OHE-01210,신,辛,U+8F9B,매울,7,금,금
OHE-01211,신,身,U+8EAB,몸,7,금,화
OHE-01212,신,伸,U+4F38,펼,7,금,화
OHE-01213,신,信,U+4FE1,믿을,9,금,화
OHE-01214,신,神,U+795E,귀신,10,금,금
OHE-01215,신,訊,U+8A0A,물을,10,금,금
OHE-01216,신,迅,U+8FC5,빠를,10,금,토
OHE-01217,신,晨,U+6668,새벽,11,금,화
OHE-01218,신,紳,U+7D33,큰띠,11,금,목
OHE-01219,신,新,U+65B0,새,13,금,금
OHE-01220,신,愼,U+613C,삼갈,14,금,화
OHE-01221,실,室,U+5BA4,집,9,금,목
OHE-01222,실,實,U+5BE6,열매,14,금,목
OHE-01223,심,心,U+5FC3,마음,4,금,화
OHE-01224,심,沈,U+F972,성,8,금,수
OHE-01225,심,沁,U+6C81,스며들,8,금,수
OHE-01226,심,深,U+6DF1,깊을,12,금,수
OHE-01227,심,尋,U+5C0B,찾을,12,금,금
OHE-01228,심,審,U+5BE9,살필,15,금,목
OHE-01229,십,什,U+4EC0,열사람,4,금,화
OHE-01230,십,十,U+5341,열,10,금,수
OHE-01231,십,拾,U+F973,열,10,금,목
OHE-01232,아,牙,U+7259,어금니,4,토,금
OHE-01233,아,我,U+6211,나,7,토,금
OHE-01234,아,亞,U+4E9E,버금,8,토,화
OHE-01235,아,兒,U+5152,아이,8,토,수
OHE-01236,아,芽,U+82BD,싹,10,토,목
OHE-01237,아,娥,U+5A25,예쁠,10,토,토
OHE-01238,아,雅,U+96C5,바를,12,토,화
OHE-01239,아,阿,U+963F,언덕,13,토,토
OHE-01240,악,岳,U+5CB3,큰산,8,토,토
OHE-01241,악,堊,U+580A,흰흙,11,토,토
OHE-01242,악,樂,U+6A02,풍류,15,토,목
OHE-01243,악,嶽,U+5DBD,큰산,17,토,토
OHE-01244,안,安,U+5B89,편안할,6,토,목
OHE-01245,안,岸,U+5CB8,언덕,8,토,토
OHE-01246,안,按,U+6309,누를,10,토,목
OHE-01247,안,晏,U+664F,편안할,10,토,화
